ID,Name,City,Country,IATA 3,Latitute,Longitude
1766,Presidente João Suassuna Airport,Campina Grande,Brazil,CPV,-7.269919872,-35.89640045
1767,Viracopos International Airport,Campinas,Brazil,VCP,-23.00740051,-47.1344986
1768,Lins Airport,Lins,Brazil,LIP,-21.66399956,-49.73049927
1769,Governador José Richa Airport,Londrina,Brazil,LDB,-23.33359909,-51.13010025
1770,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,LAZ,-13.26210022,-43.40810013
1771,João Correa da Rocha Airport,Maraba,Brazil,MAB,-5.368589878,-49.13800049
1772,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,MGF,-23.4794445,-52.01222229
1773,Mário Ribeiro Airport,Montes Claros,Brazil,MOC,-16.70689964,-43.81890106
1774,Ponta Pelada Airport,Manaus,Brazil,PLL,-3.146039963,-59.98630142
1775,Zumbi dos Palmares Airport,Maceio,Brazil,MCZ,-9.510809898,-35.79169846
1776,Alberto Alcolumbre Airport,Macapa,Brazil,MCP,0.050664,-51.07220078
1777,Dix-Sept Rosado Airport,Mocord,Brazil,MVF,-5.201920032,-37.36429977
1778,Manicoré Airport,Manicore,Brazil,MNX,-5.81137991,-61.27830124
1779,Ministro Victor Konder International Airport,Navegantes,Brazil,NVT,-26.87999916,-48.65140152
1780,Santo Ângelo Airport,Santo Angelo,Brazil,GEL,-28.28170013,-54.16910172
1781,Governador Aluízio Alves International Airport,Natal,Brazil,NAT,-5.768056,-35.376111
1782,Salgado Filho Airport,Porto Alegre,Brazil,POA,-29.99440002,-51.17139816
1783,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,Brazil,POO,-21.84300041,-46.56790161
1784,Lauro Kurtz Airport,Passo Fundo,Brazil,PFB,-28.24399948,-52.32659912
1785,João Simões Lopes Neto International Airport,Pelotas,Brazil,PET,-31.71839905,-52.32770157
1786,Senador Nilo Coelho Airport,Petrolina,Brazil,PNZ,-9.362409592,-40.56909943
1787,Porto Nacional Airport,Porto Nacional,Brazil,PNB,-10.71940041,-48.39970016
1788,Ponta Porã Airport,Ponta Pora,Brazil,PMG,-22.5496006,-55.70259857
1789,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,PVH,-8.709289551,-63.90230179
1790,Plácido de Castro Airport,Rio Branco,Brazil,RBR,-9.868888855,-67.89805603
1791,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,REC,-8.126489639,-34.92359924
1792,Santos Dumont Airport,Rio De Janeiro,Brazil,SDU,-22.91049957,-43.1631012
1793,Leite Lopes Airport,Ribeirao Preto,Brazil,RAO,-21.13638878,-47.77666855
1794,Santa Cruz Airport,Rio De Janeiro,Brazil,STU,-22.93239975,-43.71910095
1795,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,SJK,-23.22920036,-45.86149979
1796,Marechal Cunha Machado International Airport,Sao Luis,Brazil,SLZ,-2.58536005,-44.23410034
1797,Congonhas Airport,Sao Paulo,Brazil,CGH,-23.62611008,-46.65638733
1798,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,SJP,-20.8166008,-49.40650177
1799,Base Aérea de Santos Airport,Santos,Brazil,SSZ,-23.92805672,-46.29972076
1800,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SSA,-12.9086113,-38.32249832
1801,Trombetas Airport,Oriximina,Brazil,TMT,-1.489599943,-56.39680099
1802,Senador Petrônio Portela Airport,Teresina,Brazil,THE,-5.059939861,-42.82350159
1803,Tefé Airport,Tefe,Brazil,TFF,-3.382940054,-64.72409821
1804,Tabatinga Airport,Tabatinga,Brazil,TBT,-4.255670071,-69.93579865
1805,Tucuruí Airport,Tucurui,Brazil,TUR,-3.786010027,-49.72029877
1806,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,SJL,-0.14835,-66.9855
1807,Paulo Afonso Airport,Paulo Alfonso,Brazil,PAV,-9.40087986,-38.25059891
1808,Rubem Berta Airport,Uruguaiana,Brazil,URG,-29.78219986,-57.03820038
1809,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,UDI,-18.88361168,-48.22527695
1810,Mário de Almeida Franco Airport,Uberaba,Brazil,UBA,-19.76472282,-47.96611023
1811,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,VAG,-21.59009933,-45.47330093
1812,Brigadeiro Camarão Airport,Vilhena,Brazil,BVH,-12.69439983,-60.09830093
1813,Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX,-20.25805664,-40.2863884
1814,Campo Fontenelle Airport,Piracununga,Brazil,QPS,-21.98460007,-47.33480072
1815,Chacalluta Airport,Arica,Chile,ARI,-18.3484993,-70.33869934
1816,Balmaceda Airport,Balmaceda,Chile,BBA,-45.91609955,-71.6894989
1817,Chile Chico Airport,Chile Chico,Chile,CCH,-46.58330154,-71.68740082
1818,El Loa Airport,Calama,Chile,CJC,-22.49819946,-68.9036026
1819,Pdte. carlos Ibañez del Campo Airport,Punta Arenas,Chile,PUQ,-53.00260162,-70.854599
1820,Teniente Vidal Airport,Coyhaique,Chile,GXQ,-45.59420013,-72.10610199
1821,Diego Aracena Airport,Iquique,Chile,IQQ,-20.53520012,-70.1812973
1822,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,SCL,-33.39300156,-70.78579712
1823,Cerro Moreno Airport,Antofagasta,Chile,ANF,-23.44449997,-70.44509888
1824,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,WPR,-53.25370026,-70.31919861
1825,María Dolores Airport,Los Angeles,Chile,LSQ,-37.40169907,-72.42539978
1826,Guardiamarina Zañartu Airport,Puerto Williams,Chile,WPU,-54.93109894,-67.626297
1827,Carriel Sur Airport,Concepcion,Chile,CCP,-36.77270126,-73.06310272
1828,Mataveri Airport,Easter Island,Chile,IPC,-27.16480064,-109.4219971
1829,Cañal Bajo Carlos - Hott Siebert Airport,Osorno,Chile,ZOS,-40.61119843,-73.06099701
1830,La Florida Airport,La Serena,Chile,LSC,-29.91620064,-71.19950104
1831,Maquehue Airport,Temuco,Chile,ZCO,-38.76679993,-72.63710022
1832,El Tepual Airport,Puerto Montt,Chile,PMC,-41.43889999,-73.09400177
1833,Chaitén Airport,Chaiten,Chile,WCH,-42.93280029,-72.69909668
1834,Pichoy Airport,Valdivia,Chile,ZAL,-39.65000153,-73.08609772
1835,Chachoán Airport,Ambato,Ecuador,ATF,-1.212069988,-78.57460022
1836,Francisco De Orellana Airport,Coca,Ecuador,OCC,-0.462886006,-76.98680115
1837,Mariscal Lamar Airport,Cuenca,Ecuador,CUE,-2.8894701,-78.98439789
1838,Seymour Airport,Galapagos,Ecuador,GPS,-0.453758001,-90.26589966
1839,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,GYE,-2.15741992,-79.88359833
1840,Cotopaxi International Airport,Latacunga,Ecuador,LTX,-0.906832993,-78.61579895
1841,Coronel E Carvajal Airport,Macas,Ecuador,XMS,-2.299170017,-78.1207962
1842,General Manuel Serrano Airport,Machala,Ecuador,MCH,-3.2689,-79.961601
1843,Eloy Alfaro International Airport,Manta,Ecuador,MEC,-0.946078003,-80.67880249
1844,Reales Tamarindos Airport,Portoviejo,Ecuador,PVO,-1.041650057,-80.47219849
1845,Mariscal Sucre International Airport,Quito,Ecuador,UIO,-0.129166667,-78.3575
1846,Santa Rosa International Airport,Santa Rosa,Ecuador,ETR,-3.441986,-79.996957
1847,General Ulpiano Paez Airport,Salinas,Ecuador,SNC,-2.20499,-80.988899
1848,Tarapoa Airport,Tarapoa,Ecuador,TPC,-0.122956,-76.33779907
1849,Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador,TUA,0.809505999,-77.70809937
1850,Silvio Pettirossi International Airport,Asuncion,Paraguay,ASU,-25.23999977,-57.52000046
1851,Teniente Col Carmelo Peralta Airport,Conception,Paraguay,CIO,-23.442363,-57.427253
1852,El Eden Airport,Armenia,Colombia,AXM,4.45278,-75.7664
1853,Tres De Mayo Airport,Puerto Asis,Colombia,PUU,0.505228,-76.5008
1854,Palonegro Airport,Bucaramanga,Colombia,BGA,7.1265,-73.1848
1855,El Dorado International Airport,Bogota,Colombia,BOG,4.70159,-74.1469
1856,Ernesto Cortissoz International Airport,Barranquilla,Colombia,BAQ,10.8896,-74.7808
1857,José Celestino Mutis Airport,Bahia Solano,Colombia,BSC,6.20292,-77.3947
1858,Gerardo Tobar López Airport,Buenaventura,Colombia,BUN,3.81963,-76.9898
1859,Camilo Daza International Airport,Cucuta,Colombia,CUC,7.92757,-72.5115
1860,Rafael Nuñez International Airport,Cartagena,Colombia,CTG,10.4424,-75.513
1861,Alfonso Bonilla Aragon International Airport,Cali,Colombia,CLO,3.54322,-76.3816
1862,La Florida Airport,Tumaco,Colombia,TCO,1.81442,-78.7492
1863,Las Brujas Airport,Corozal,Colombia,CZU,9.33274,-75.2856
1864,Yariguíes Airport,Barrancabermeja,Colombia,EJA,7.02433,-73.8068
1865,Gustavo Artunduaga Paredes Airport,Florencia,Colombia,FLA,1.58919,-75.5644
1866,Juan Casiano Airport,Guapi,Colombia,GPI,2.57013,-77.8986
1867,Perales Airport,Ibague,Colombia,IBE,4.42161,-75.1333
1868,San Luis Airport,Ipiales,Colombia,IPI,0.861925,-77.6718
1869,Antonio Roldan Betancourt Airport,Carepa,Colombia,APO,7.81196,-76.7164
1870,Alfredo Vásquez Cobo International Airport,Leticia,Colombia,LET,-4.19355,-69.9432
1871,Enrique Olaya Herrera Airport,Medellin,Colombia,EOH,6.220549,-75.590582
1872,Baracoa Airport,Magangue,Colombia,MGN,9.28474,-74.8461
1873,Los Garzones Airport,Monteria,Colombia,MTR,8.82374,-75.8258
1874,Fabio Alberto Leon Bentley Airport,Mitu,Colombia,MVP,1.25366,-70.2339
1875,La Nubia Airport,Manizales,Colombia,MZL,5.0296,-75.4647
1876,Benito Salas Airport,Neiva,Colombia,NVA,2.95015,-75.294
1877,Aguas Claras Airport,Ocana,Colombia,OCV,8.31506,-73.3583
1878,Otu Airport,Otu,Colombia,OTU,7.01037,-74.7155
1879,German Olano Airport,Puerto Carreno,Colombia,PCR,6.18472,-67.4932
1880,Matecaña International Airport,Pereira,Colombia,PEI,4.81267,-75.7395
1881,Guillermo León Valencia Airport,Popayan,Colombia,PPN,2.4544,-76.6093
1882,Antonio Narino Airport,Pasto,Colombia,PSO,1.39625,-77.2915
1883,El Embrujo Airport,Providencia,Colombia,PVA,13.3569,-81.3583
1884,Jose Maria Córdova International Airport,Rio Negro,Colombia,MDE,6.16454,-75.4231
1885,Almirante Padilla Airport,Rio Hacha,Colombia,RCH,11.5262,-72.926
1886,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,SJE,2.57969,-72.6394
1887,Simón Bolívar International Airport,Santa Marta,Colombia,SMR,11.1196,-74.2306
1888,Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,ADZ,12.5836,-81.7112
1889,Eduardo Falla Solano Airport,San Vincente De Caguan,Colombia,SVI,2.15217,-74.7663
1890,Gustavo Vargas Airport,Tame,Colombia,TME,6.45108,-71.7603
1891,Santiago Perez Airport,Arauca,Colombia,AUC,7.06888,-70.7369
1892,El Caraño Airport,Quibdo,Colombia,UIB,5.69076,-76.6412
1893,Heriberto Gíl Martínez Airport,Tulua,Colombia,ULQ,4.08836,-76.2351
1894,Alfonso López Pumarejo Airport,Valledupar,Colombia,VUP,10.435,-73.2495
1895,Vanguardia Airport,Villavicencio,Colombia,VVC,4.16787,-73.6138
1896,Bermejo Airport,Bermejo,Bolivia,BJO,-22.77330017,-64.31289673
1897,Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,-17.42110062,-66.17710114
1898,Capitán Aníbal Arab Airport,Cobija,Bolivia,CIJ,-11.04039955,-68.78299713
1899,El Alto International Airport,La Paz,Bolivia,LPB,-16.51329994,-68.19229889
1900,Capitan Nicolas Rojas Airport,Potosi,Bolivia,POI,-19.54310036,-65.72370148
1901,Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,Bolivia,PSZ,-18.97529984,-57.8205986
1902,Juana Azurduy De Padilla Airport,Sucre,Bolivia,SRE,-19.00709915,-65.28869629
1903,Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,TJA,-21.5557003,-64.70130157
1904,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,TDD,-14.81869984,-64.91799927
1905,Viru Viru International Airport,Santa Cruz,Bolivia,VVI,-17.64480019,-63.13539886
1906,Yacuiba Airport,Yacuiba,Bolivia,BYC,-21.96089935,-63.65169907
1907,Johan Adolf Pengel International Airport,Zandery,Suriname,PBM,5.452829838,-55.18780136
1908,Cayenne-Rochambeau Airport,Cayenne,French Guiana,CAY,4.819809914,-52.36040115
1909,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL,-8.377940178,-74.57430267
1910,Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,Peru,CHM,-9.149609566,-78.52380371
1911,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,CIX,-6.787479877,-79.82810211
1912,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Peru,AYP,-13.15480042,-74.20439911
1913,Andahuaylas Airport,Andahuaylas,Peru,ANS,-13.70639992,-73.35040283
1914,Comandante FAP German Arias Graziani Airport,Anta,Peru,ATA,-9.347439766,-77.5983963
1915,Jorge Chávez International Airport,Lima,Peru,LIM,-12.0219,-77.114304
1916,Juanjui Airport,Juanjui,Peru,JJI,-7.169099808,-76.72859955
1917,Inca Manco Capac International Airport,Juliaca,Peru,JUL,-15.46710014,-70.15820313
1918,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Peru,TBP,-3.55253005,-80.38140106
1919,Moises Benzaquen Rengifo Airport,Yurimaguas,Peru,YMS,-5.893770218,-76.11820221
1920,Chachapoyas Airport,Chachapoyas,Peru,CHH,-6.201809883,-77.85610199
1921,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,IQT,-3.784739971,-73.30879974
1922,Rodríguez Ballón International Airport,Arequipa,Peru,AQP,-16.34110069,-71.58309937
1923,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,-8.081410408,-79.1088028
1924,Capitán FAP Renán Elías Olivera International Airport,Pisco,Peru,PIO,-13.74489975,-76.22029877
1925,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,TPP,-6.508739948,-76.37319946
1926,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,TCQ,-18.05330086,-70.27580261
1927,Padre Aldamiz International Airport,Puerto Maldonado,Peru,PEM,-12.61359978,-69.22859955
1928,Capitán FAP Guillermo Concha Iberico International Airport,Piura,Peru,PIU,-5.205749989,-80.61640167
1929,Capitan Montes Airport,Talara,Peru,TYL,-4.576640129,-81.25409698
1930,Alejandro Velasco Astete International Airport,Cuzco,Peru,CUZ,-13.53569984,-71.938797
1931,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,MVD,-34.83840179,-56.03079987
1932,Nueva Hesperides International Airport,Salto,Uruguay,STY,-31.43849945,-57.98529816
1933,Oswaldo Guevara Mujica Airport,Acarigua,Venezuela,AGV,9.553375244,-69.23786926
1934,Anaco Airport,Anaco,Venezuela,AAO,9.430225372,-64.47072601
1935,General Jose Antonio Anzoategui International Airport,Barcelona,Venezuela,BLA,10.10709953,-64.68920135
1936,Barinas Airport,Barinas,Venezuela,BNS,8.619569778,-70.22080231
1937,Barquisimeto International Airport,Barquisimeto,Venezuela,BRM,10.04274654,-69.35861969
1938,"Aeropuerto \General Tomas de Heres\"". Ciudad Bolivar""",Ciudad Bolivar,Venezuela,CBL,8.122160912,-63.53695679
1939,Canaima Airport,Canaima,Venezuela,CAJ,6.231988907,-62.85443115
1940,General Francisco Bermúdez Airport,Carupano,Venezuela,CUP,10.66001415,-63.2616806
1941,José Leonardo Chirinos Airport,Coro,Venezuela,CZE,11.4149437,-69.68090057
1942,Cumaná (Antonio José de Sucre) Airport,Cumana,Venezuela,CUM,10.45033264,-64.13047028
1943,Guiria Airport,Guiria,Venezuela,GUI,10.57407761,-62.31266785
1944,Guanare Airport,Guanare,Venezuela,GUQ,9.02694416,-69.75514984
1945,Josefa Camejo International Airport,Paraguana,Venezuela,LSP,11.78077507,-70.15149689
1946,La Fria Airport,La Fria,Venezuela,LFR,8.239167213,-72.27102661
1947,La Chinita International Airport,Maracaibo,Venezuela,MAR,10.55820847,-71.7278595
1948,Alberto Carnevalli Airport,Merida,Venezuela,MRD,8.58207798,-71.16104126
1949,Del Caribe Santiago Mariño International Airport,Porlamar,Venezuela,PMV,10.91260338,-63.96659851
1950,Simón Bolívar International Airport,Caracas,Venezuela,CCS,10.60311699,-66.99058533
1951,Maturín Airport,Maturin,Venezuela,MUN,9.754529953,-63.1473999
1952,Cacique Aramare Airport,Puerto Ayacucho,Venezuela,PYH,5.619989872,-67.60610199
1953,General Bartolome Salom International Airport,Puerto Cabello,Venezuela,PBL,10.48050022,-68.07299805
1954,General Manuel Carlos Piar International Airport,Guayana,Venezuela,PZO,8.28853035,-62.76039886
1955,San Antonio Del Tachira Airport,San Antonio,Venezuela,SVZ,7.840829849,-72.43969727
1956,Santa Elena de Uairen Airport,Santa Ana De Uairen,Venezuela,SNV,4.554999828,-61.15000153
1957,Mayor Buenaventura Vivas International Airport,Santo Domingo,Venezuela,STD,7.565380096,-72.03510284
1958,San Fernando De Apure Airport,San Fernando De Apure,Venezuela,SFD,7.883319855,-67.44400024
1959,San Tomé Airport,San Tome,Venezuela,SOM,8.945146561,-64.1510849
1960,Santa Bárbara del Zulia Airport,Santa Barbara,Venezuela,STB,8.974550247,-71.94325256
1961,Tucupita Airport,Tucupita,Venezuela,TUV,9.088994026,-62.09417343
1962,Arturo Michelena International Airport,Valencia,Venezuela,VLN,10.14973259,-67.92839813
1963,Dr. Antonio Nicolás Briceño Airport,Valera,Venezuela,VLV,9.340477943,-70.58406067
1964,Valle de La Pascua Airport,Valle De La Pascua,Venezuela,VDP,9.222027779,-65.99358368
1965,Lethem Airport,Lethem,Guyana,LTM,3.372760057,-59.78939819
1966,V.C. Bird International Airport,Antigua,Antigua and Barbuda,ANU,17.1367,-61.792702
1967,Sir Grantley Adams International Airport,Bridgetown,Barbados,BGI,13.07460022,-59.49250031
1968,Canefield Airport,Canefield,Dominica,DCF,15.33670044,-61.39220047
1969,Melville Hall Airport,Dominica,Dominica,DOM,15.54699993,-61.29999924
1970,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,FDF,14.5909996,-61.00320053
1971,L'Espérance Airport,St. Martin,Guadeloupe,SFG,18.09989929,-63.04719925
1972,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,16.26530075,-61.53179932
1973,Point Salines International Airport,Point Salines,Grenada,GND,12.00419998,-61.78620148
1974,Cyril E. King Airport,St. Thomas,Virgin Islands,STT,18.33729935,-64.9733963
1975,Henry E Rohlsen Airport,St. Croix Island,Virgin Islands,STX,17.70190048,-64.79859924
1976,Rafael Hernandez Airport,Aguadilla,Puerto Rico,BQN,18.49489975,-67.12940216
1977,Diego Jimenez Torres Airport,Fajardo,Puerto Rico,FAJ,18.30890083,-65.66190338
1978,Fernando Luis Ribas Dominicci Airport,San Juan,Puerto Rico,SIG,18.45680046,-66.09809875
1979,Eugenio Maria De Hostos Airport,Mayaguez,Puerto Rico,MAZ,18.25569916,-67.14849854
1980,Mercedita Airport,Ponce,Puerto Rico,PSE,18.00830078,-66.56300354
1981,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,18.43939972,-66.00180054
1982,Robert L. Bradshaw International Airport,Basse Terre,Saint Kitts and Nevis,SKB,17.31119919,-62.71870041
1983,George F. L. Charles Airport,Castries,Saint Lucia,SLU,14.0202,-60.992901
1984,Hewanorra International Airport,Hewandorra,Saint Lucia,UVF,13.7332,-60.952599
1985,Queen Beatrix International Airport,Oranjestad,Aruba,AUA,12.50139999,-70.01519775
1986,Flamingo International Airport,Kralendijk,Netherlands Antilles,BON,12.13099957,-68.26850128
1987,Hato International Airport,Willemstad,Netherlands Antilles,CUR,12.1889,-68.959801
1988,F. D. Roosevelt Airport,Oranjestad,Netherlands Antilles,EUX,17.49650002,-62.97940063
1989,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,SXM,18.04100037,-63.10889816
1990,Wallblake Airport,The Valley,Anguilla,AXA,18.20479965,-63.05509949
1991,Tobago-Crown Point Airport,Scarborough,Trinidad and Tobago,TAB,11.14970016,-60.8321991
1992,Piarco International Airport,Port-of-spain,Trinidad and Tobago,POS,10.59539986,-61.33720016
1993,Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,EIS,18.44479942,-64.54299927
1994,Canouan Airport,Canouan Island,Saint Vincent and the Grenadines,CIW,12.69900036,-61.3423996
1995,Mustique Airport,Mustique,Saint Vincent and the Grenadines,MQS,12.88790035,-61.18019867
1996,E. T. Joshua Airport,Kingstown,Saint Vincent and the Grenadines,SVD,13.14430046,-61.21089935
1997,Almaty Airport,Alma-ata,Kazakhstan,ALA,43.35210037,77.04049683
1998,Balkhash Airport,Balkhash,Kazakhstan,BXH,46.8932991,75.00499725
1999,Astana International Airport,Tselinograd,Kazakhstan,TSE,51.02220154,71.46690369
2000,Taraz Airport,Dzhambul,Kazakhstan,DMB,42.85359955,71.3035965
2001,Manas International Airport,Bishkek,Kyrgyzstan,FRU,43.06129837,74.4776001
2002,Osh Airport,Osh,Kyrgyzstan,OSS,40.60900116,72.79329681
2003,Shymkent Airport,Chimkent,Kazakhstan,CIT,42.36420059,69.47889709
2004,Uralsk Airport,Uralsk,Kazakhstan,URA,51.1507988,51.54309845
2005,Pavlodar Airport,Pavlodar,Kazakhstan,PWQ,52.19499969,77.07389832
2006,Semipalatinsk Airport,Semiplatinsk,Kazakhstan,PLX,50.35129929,80.23439789
2007,Aktobe Airport,Aktyubinsk,Kazakhstan,AKX,50.24580002,57.20669937
2008,Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,40.46749878,50.04669952
2009,Yakutsk Airport,Yakutsk,Russia,YKS,62.09329987,129.7709961
2010,Mirny Airport,Mirnyj,Russia,MJZ,62.53469849,114.0390015
2011,Ignatyevo Airport,Blagoveschensk,Russia,BQS,50.42539978,127.4120026
2012,Khabarovsk-Novy Airport,Khabarovsk,Russia,KHV,48.52799988,135.1880035
2013,Provideniya Bay Airport,Provideniya Bay,Russia,PVS,64.37809753,-173.2429962
2014,Sokol Airport,Magadan,Russia,GDX,59.9109993,150.7200012
2015,Pevek Airport,Pevek,Russia,PWE,69.78330231,170.5970001
2016,Yelizovo Airport,Petropavlovsk,Russia,PKC,53.16790009,158.4539948
2017,Yuzhno-Sakhalinsk Airport,Yuzhno-sakhalinsk,Russia,UUS,46.88869858,142.7180023
